test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
ILoveDotNetPerformanceTest,Get_WeatherForecast_Requests,get_weather_forecast,00:00:30,global information,4350,4350,0,145,0.18,0.62,25.71,0.61,0.67,0.91,1.12,0.51,0.433,0.445,0.464,1.9
ILoveDotNetPerformanceTest,Get_WeatherForecast_Requests,get_weather_forecast_with_auth,00:00:30,global information,4350,4350,0,145,0.19,0.63,25.75,0.62,0.68,0.92,1.03,0.52,1.112,1.127,1.146,4.8
